text,emotion,error_type,predicted,actual
sengi lithwithile ngicela ukukhipha umuntu wami siyodla into ka fayfhandilethe familymeeting uyajola99 iamsinglebecause ,surprise,False Positive,True,False
uboshiwe owesilisa 21 obezivikela ngogebhezi lukanina owafihlwa ngo2001,joy,False Positive,True,False
abakalutholi usizo abashelwa yindlu,sadness,False Negative,False,True
inhlokomo amaphoyisa enqatshelwa ibheyile,joy,False Negative,False,True
inhlokomo amaphoyisa enqatshelwa ibheyile,surprise,False Positive,True,False
since ubuyile la on twitter uqhuba intwala ngewisa bus  ngithuli nje ngiyabuka busiswam,fear,False Positive,True,False
since ubuyile la on twitter uqhuba intwala ngewisa bus  ngithuli nje ngiyabuka busiswam,surprise,False Positive,True,False
isekubhaceni imenenja kamjekjelwa ngezinsongo zokubulawa,disgust,False Negative,False,True
isekubhaceni imenenja kamjekjelwa ngezinsongo zokubulawa,joy,False Positive,True,False
isekubhaceni imenenja kamjekjelwa ngezinsongo zokubulawa,surprise,False Positive,True,False
usebizwa ngesipoki onomazisi oveza ukuthi usashona,joy,False Positive,True,False
bamashele osolwa ngokubulala umfundi,anger,False Negative,False,True
bamashele osolwa ngokubulala umfundi,joy,False Positive,True,False
umunyu ekhumbula owafela ethoyilethi,joy,False Positive,True,False
umunyu ekhumbula owafela ethoyilethi,sadness,False Negative,False,True
idiff ikulethela izilomo zabalingisi,joy,False Positive,True,False
idiff ikulethela izilomo zabalingisi,surprise,False Positive,True,False
kusolwa inkinga yezimali owesifazane eqotha umndeni,joy,False Positive,True,False
kusolwa inkinga yezimali owesifazane eqotha umndeni,surprise,False Negative,False,True
ufuneka uphoxekile kubhuntsha impi,surprise,False Positive,True,False
amagoli azolamulela ugabuza ekuhhewulweni abalandeli mangena,joy,False Positive,True,False
kwakonakele ngempela ke lapha kuhlangene ubuka olumehlo mancane sikhuphuka nomkhaya wami  the background music is inja by maqhikiza 12 songs i selected a very special so and thanks to nommkhize1 ,joy,False Positive,True,False
ubona isixazululo sodonga lwebucs,joy,False Positive,True,False
ubona isixazululo sodonga lwebucs,surprise,False Positive,True,False
kushiswe izitolo zabokufika epitoli kwebiwa nempahla,anger,False Negative,False,True
kushiswe izitolo zabokufika epitoli kwebiwa nempahla,surprise,False Positive,True,False
ubulale uninakhulu ngephini obelwa,joy,False Positive,True,False
ubulale uninakhulu ngephini obelwa,sadness,False Negative,False,True
ubulale uninakhulu ngephini obelwa,surprise,False Positive,True,False
ubopha isoka elithi uyathakatha,joy,False Positive,True,False
luhamba phambili uhlelo lokhozi fm ivuka afrika,surprise,False Positive,True,False
ulorch ukhumbule umfowabo ongasekho ngegoli,joy,False Positive,True,False
ulorch ukhumbule umfowabo ongasekho ngegoli,surprise,False Positive,True,False
bashaqekile eqhunyelwa yiselula eyishaja wafa,joy,False Positive,True,False
bashaqekile eqhunyelwa yiselula eyishaja wafa,sadness,False Negative,False,True
ushaqekile umndeni ngomhlengikazi obulewe,joy,False Positive,True,False
ushaqekile umndeni ngomhlengikazi obulewe,sadness,False Negative,False,True
amaphara ayagoloza ukusuka esizindeni,joy,False Positive,True,False
amaphara ayagoloza ukusuka esizindeni,surprise,False Positive,True,False
ithuba entsheni efuna ukungena kwezamafilimu,joy,False Positive,True,False
umhlangano ngedog style ubhuntshiswe abalandeli,anger,False Negative,False,True
umhlangano ngedog style ubhuntshiswe abalandeli,joy,False Positive,True,False
umhlangano ngedog style ubhuntshiswe abalandeli,surprise,False Positive,True,False
libheke ukubuya nendondo elenetball,joy,False Negative,False,True
libheke ukubuya nendondo elenetball,surprise,False Positive,True,False
chefscott_ angibacabangi ngigwala kabi umuntu ongifuna u10k per month girlfriend allowance no shame angikho lapho,surprise,False Positive,True,False
zeekamageba makunje angishayisi ukube ulapho ngabe useyaphuma e8pm elenke kodwa ke i think he thinks there is no tracker kulenkabi yakhe ubona ukuthi abanye bangamagwala induna isishilo ukuthi akajutanga ayimtholi ocingweni ,joy,False Positive,True,False
bafuna kube yicala ukubandlulula,joy,False Positive,True,False
kufe umfundi 15 empini bebanga intombi,joy,False Positive,True,False
kufe umfundi 15 empini bebanga intombi,sadness,False Negative,False,True
bafuna ijaji ophenyweni ongoye,joy,False Positive,True,False
bekuyisibusiso ukulingisa kwisibaya,joy,False Positive,True,False
tinydlamini3 kodwa esebona intshebe eyisdleke izophazamisa,surprise,False Positive,True,False
bavale umgwaqo bethi abanakiwe,anger,False Negative,False,True
bavale umgwaqo bethi abanakiwe,joy,False Positive,True,False
kubi kwabathenga ezokushayela,fear,False Negative,False,True
amadoda aphika awokubulala eglebelands,joy,False Positive,True,False
amadoda aphika awokubulala eglebelands,surprise,False Positive,True,False
yithuba lokuhlola abadlali bethu abadala  barker,joy,False Positive,True,False
yithuba lokuhlola abadlali bethu abadala  barker,surprise,False Positive,True,False
nuttyy mlota_azola lo ngathi uzifunela umasbhebhisane nje ,joy,False Positive,True,False
ufelix usola ukini ngokudicilela phansi isithunzi sakhe,joy,False Positive,True,False
zimemsomi  lapho akubona obami ngedwa kodwa ngibushaya ngedwa,joy,False Positive,True,False
lithole ibheyili iphoyisa elisolwa ngokugwazisa,disgust,False Negative,False,True
lithole ibheyili iphoyisa elisolwa ngokugwazisa,joy,False Positive,True,False
lithole ibheyili iphoyisa elisolwa ngokugwazisa,surprise,False Positive,True,False
ezimnandi kwehliswa irepo rate,joy,False Negative,False,True
ezimnandi kwehliswa irepo rate,surprise,False Positive,True,False
uvalo lokudilizwa lwamnika isibindi,fear,False Negative,False,True
uvalo lokudilizwa lwamnika isibindi,surprise,False Positive,True,False
kushone ingane 4 emlilweni oqalwe yiheater enewcastle,joy,False Positive,True,False
kushone ingane 4 emlilweni oqalwe yiheater enewcastle,sadness,False Negative,False,True
kushone ingane 4 emlilweni oqalwe yiheater enewcastle,surprise,False Positive,True,False
zibuya ngegiya eliphezulu izinhlelo zemoja love,joy,False Positive,True,False
zibuya ngegiya eliphezulu izinhlelo zemoja love,surprise,False Positive,True,False
mzwengonyama kanye but kwangenicala after lesosgameko ngangizalwa uhlanya mina,surprise,False Positive,True,False
obesemkhunjini waseindia uphuthunyiswe esibhedlela kukubi,sadness,False Negative,False,True
obesemkhunjini waseindia uphuthunyiswe esibhedlela kukubi,surprise,False Positive,True,False
kuminze iphoyisa lidoba olwandle,joy,False Positive,True,False
kuminze iphoyisa lidoba olwandle,sadness,False Negative,False,True
kuminze iphoyisa lidoba olwandle,surprise,False Positive,True,False
uvalo kuhoxiswa izicelo kwabesibhakela,joy,False Positive,True,False
ukuba ubaba use khona ngabuyajabula ngabe uyangibona ngabuyaziqhenya  ,joy,False Positive,True,False
ukuba ubaba use khona ngabuyajabula ngabe uyangibona ngabuyaziqhenya  ,surprise,False Positive,True,False
bamshisa ngabilayo bamshayela ngesipikili,fear,False Positive,True,False
bamshisa ngabilayo bamshayela ngesipikili,sadness,False Negative,False,True
ubonge ukusinda edunwa imoto owokhozi,joy,False Positive,True,False
ezothando sengikhathele wukulinda umshado engathenjiswa wona,anger,False Negative,False,True
ezothando sengikhathele wukulinda umshado engathenjiswa wona,joy,False Positive,True,False
ezothando sengikhathele wukulinda umshado engathenjiswa wona,sadness,False Negative,False,True
ezothando sengikhathele wukulinda umshado engathenjiswa wona,surprise,False Positive,True,False
ianc ifisa ukwakha ubumbano,joy,False Positive,True,False
kufezeke iphupho kugigi ngeambitiouz,surprise,False Positive,True,False
izifundiswa ezingasebenzi zicikwa yizikhulu,anger,False Negative,False,True
izifundiswa ezingasebenzi zicikwa yizikhulu,joy,False Positive,True,False
izifundiswa ezingasebenzi zicikwa yizikhulu,surprise,False Positive,True,False
isililo ngamakhansela agweva namaphasela okudla,joy,False Positive,True,False
isililo ngamakhansela agweva namaphasela okudla,sadness,False Negative,False,True
isililo ngamakhansela agweva namaphasela okudla,surprise,False Positive,True,False
ugxeka udlame ematekisini nokubulawa kwamakhansela,joy,False Positive,True,False
ugxeka udlame ematekisini nokubulawa kwamakhansela,surprise,False Positive,True,False
ezothando ngimthanda ngenhliziyo yami yonke kodwa ngihlukemezekile,joy,False Positive,True,False
ezothando ngimthanda ngenhliziyo yami yonke kodwa ngihlukemezekile,surprise,False Positive,True,False
zammykhanyile lmao bengazi ukuthi uyangmaketha yazi ,joy,False Positive,True,False
bafuna ikhonjwe indlela imenenja yetheku eboshiwe,surprise,False Positive,True,False
stundero_007 yaz nje amabhadi lokhu sidunuselwa ,surprise,False Positive,True,False
nozipho_poswa busiswastemele lol ubone kuthi hayi lo muntu akaseyedwa ,surprise,False Positive,True,False
kubhuntshe eyegqubu katete nomthalane,surprise,False Positive,True,False
utovey utusa umlando wabakuleli kwesokuqeqesha ibafana,joy,False Positive,True,False
utovey utusa umlando wabakuleli kwesokuqeqesha ibafana,surprise,False Positive,True,False
umiddendorp ucikwe abalandeli abagxeka uakpeyi,anger,False Negative,False,True
umiddendorp ucikwe abalandeli abagxeka uakpeyi,joy,False Positive,True,False
injabulo emacikweni kuhoxiswa amacala awo,joy,False Negative,False,True
injabulo emacikweni kuhoxiswa amacala awo,surprise,False Positive,True,False
ucishe waphahluka ngokufa kukasenzo,joy,False Positive,True,False
ucishe waphahluka ngokufa kukasenzo,surprise,False Negative,False,True
iamthobani kodwa ngo bhebi wami nengane yami  naba besifaka ezindabeni esingangene kuzo,joy,False Positive,True,False
bakhathazekile kuhlehliswa icala abalandeli bowayeyimeya,sadness,False Negative,False,True
bakhathazekile kuhlehliswa icala abalandeli bowayeyimeya,surprise,False Positive,True,False
imibuzo ngokungaboshwa kukawatson,fear,False Positive,True,False
udj sbu usekulungele ukushadelwa,surprise,False Positive,True,False
lordwick_mei ilelirasta nje  kodwa kushoniwe,anger,False Negative,False,True
lordwick_mei ilelirasta nje  kodwa kushoniwe,fear,False Positive,True,False
lordwick_mei ilelirasta nje  kodwa kushoniwe,surprise,False Positive,True,False
okusha ngokubulawa kwesitshudeni sasedut,surprise,False Positive,True,False
ungizwe usolwa ngokushaya umkakhe,joy,False Positive,True,False
ungizwe usolwa ngokushaya umkakhe,surprise,False Negative,False,True
sisabalele isililo ngokudlula kukabra mesh,sadness,False Negative,False,True
sisabalele isililo ngokudlula kukabra mesh,surprise,False Positive,True,False
basebumnyameni ngenkosi ethunjiwe,fear,False Positive,True,False
basebumnyameni ngenkosi ethunjiwe,sadness,False Negative,False,True
basebumnyameni ngenkosi ethunjiwe,surprise,False Positive,True,False
injini yecity izolibhekisa phesheya,surprise,False Positive,True,False
kubhlungu umpimbo kugwinyeka kanzima lapho ngihalela inyama yenhloko kanjan eyyyy ,joy,False Positive,True,False
kubhlungu umpimbo kugwinyeka kanzima lapho ngihalela inyama yenhloko kanjan eyyyy ,sadness,False Negative,False,True
kubhlungu umpimbo kugwinyeka kanzima lapho ngihalela inyama yenhloko kanjan eyyyy ,surprise,False Positive,True,False
kukhalwa ngesinyama kumayambela,surprise,False Positive,True,False
nongenalo ngisho ukhamba nje lolu senithi lezuluinina,surprise,False Positive,True,False
indida ngesithombe sikababes wodumo nomampintsha,joy,False Positive,True,False
indida ngesithombe sikababes wodumo nomampintsha,surprise,False Positive,True,False
lisekubhaceni isoka elibulele obengasalifuni,joy,False Positive,True,False
lisekubhaceni isoka elibulele obengasalifuni,sadness,False Negative,False,True
lisekubhaceni isoka elibulele obengasalifuni,surprise,False Positive,True,False
uzonyuka futhi uphethroli,fear,False Positive,True,False
uzonyuka futhi uphethroli,surprise,False Positive,True,False
ngoba ave ninamanga njalo la ekhaya nize niqambe amanga sekushoniwe fake news peddlers conduits of lies and purveyor of divisive evil  ,fear,False Positive,True,False
ngoba ave ninamanga njalo la ekhaya nize niqambe amanga sekushoniwe fake news peddlers conduits of lies and purveyor of divisive evil  ,surprise,False Positive,True,False
ancmanifesto uramaphosa nesisombululo kwabantula imisebenzi,joy,False Positive,True,False
ancmanifesto uramaphosa nesisombululo kwabantula imisebenzi,surprise,False Positive,True,False
uvuleke amehlo ngomlingiswa ongumqwayizi,surprise,False Positive,True,False
sengigudile ngageza ngagqoka kahle nganuka kahle sengyobangena ,joy,False Positive,True,False
sengigudile ngageza ngagqoka kahle nganuka kahle sengyobangena ,surprise,False Positive,True,False
badube ukusebenza abahlola icovid19,joy,False Positive,True,False
kusolwa umbango womzila wamatekisi kudutshulwa kubulawe umshayeli wemoto ebilayishe othisha,joy,False Positive,True,False
kusolwa umbango womzila wamatekisi kudutshulwa kubulawe umshayeli wemoto ebilayishe othisha,sadness,False Negative,False,True
elinye ithuba kubadlali abebezochithwa kwichiefs,joy,False Positive,True,False
amabandla angayikhokhi intela azobona,surprise,False Positive,True,False
izigebengu zingcwatshwe okwamaqhawe elokishini,fear,False Positive,True,False
izigebengu zingcwatshwe okwamaqhawe elokishini,surprise,False Positive,True,False
kudutshulwe obephelezela ungqongqoshe emlaza,fear,False Negative,False,True
kudutshulwe obephelezela ungqongqoshe emlaza,joy,False Positive,True,False
kudutshulwe obephelezela ungqongqoshe emlaza,sadness,False Negative,False,True
kudutshulwe obephelezela ungqongqoshe emlaza,surprise,False Positive,True,False
basenkingeni abesilisa abasabiswa ngamacala okudlwengula angekho,joy,False Positive,True,False
basenkingeni abesilisa abasabiswa ngamacala okudlwengula angekho,sadness,False Negative,False,True
basenkingeni abesilisa abasabiswa ngamacala okudlwengula angekho,surprise,False Positive,True,False
bafuna uthishanhloko axoshwe,anger,False Negative,False,True
bafuna uthishanhloko axoshwe,surprise,False Positive,True,False
manje uma sebephushwa njengezinkomo zingena edamu ,fear,False Positive,True,False
manje uma sebephushwa njengezinkomo zingena edamu ,surprise,False Positive,True,False
ubuthelezi ukhale ngenzondo kubaholi beanc,anger,False Negative,False,True
kushone abesifazane abawu13 engozini yetekisi namaloli amabili kwazulunatal,joy,False Positive,True,False
kushone abesifazane abawu13 engozini yetekisi namaloli amabili kwazulunatal,sadness,False Negative,False,True
bathembisene umshado ukhaya nomercutio,joy,False Positive,True,False
bathembisene umshado ukhaya nomercutio,surprise,False Positive,True,False
ubolele ekhaya labantu abadala,joy,False Positive,True,False
ubolele ekhaya labantu abadala,sadness,False Negative,False,True
basenkingeni othisha abaholelwa yizikole,joy,False Positive,True,False
kushaqeke abagibeli kubulawa umshayeli webhasi,joy,False Positive,True,False
kushaqeke abagibeli kubulawa umshayeli webhasi,surprise,False Negative,False,True
uhlelo nethuba lokubuyisana nezingane emadodeni,surprise,False Positive,True,False
baphelelwa yithemba ngoduke eyoqala emsebenzini,joy,False Positive,True,False
baphelelwa yithemba ngoduke eyoqala emsebenzini,sadness,False Negative,False,True
baphelelwa yithemba ngoduke eyoqala emsebenzini,surprise,False Positive,True,False
kuphenywa ngosabise ukudlwengula ingane,disgust,False Negative,False,True
kuphenywa ngosabise ukudlwengula ingane,joy,False Positive,True,False
kuphenywa ngosabise ukudlwengula ingane,sadness,False Negative,False,True
kunqanyulwe inkontileka yoweecr,surprise,False Positive,True,False
ibhemile bebanjwa bebhema ehlathini,surprise,False Positive,True,False
